x1,y1,z1
198.2421,148.964778,104
203.90616,155.76165,107.5
202.773348,144.43353,119.5
209.003814,131.972598,137
209.003814,130.839786,144
185.214762,171.621018,132
206.73819,161.42571,158.5
207.304596,168.788988,158
199.941318,175.58586,160
108.183546,147.26556,99
106.484328,155.195244,103
105.917922,139.335876,113
99.12105,130.839786,148
107.61714,128.007756,148
113.847606,159.726492,134.5
113.847606,154.628838,152
93.45699,159.160086,152
92.890584,171.054612,157
100.820268,170.488206,159.5
