x1,y1,z1
266.953125,254.203125,102.5
273.328125,255,113
267.75,231.890625,118
279.703125,225.515625,142.5
278.90625,221.53125,157
260.578125,268.546875,146
268.546875,247.828125,173
274.921875,261.375,172
268.546875,269.34375,180
159.375,250.21875,98
160.96875,256.59375,112.5
156.984375,238.265625,112
150.609375,225.515625,162
156.984375,219.9375,161
165.75,258.984375,154.5
162.5625,240.65625,180
144.234375,247.03125,184.5
144.234375,257.390625,191.5
152.203125,264.5625,198
