x1,y1,z1
260.578125,247.03125,104.5
266.953125,247.828125,115.5
258.984375,225.515625,121.5
270.9375,220.734375,147.5
270.140625,218.34375,161.5
255.796875,264.5625,147
262.171875,246.234375,175
269.34375,258.1875,173
264.5625,268.546875,180
152.203125,251.015625,99
154.59375,258.1875,113
149.015625,240.65625,113.5
141.046875,233.484375,164.5
146.625,226.3125,164.5
160.171875,264.5625,155.5
158.578125,253.40625,172
137.859375,258.984375,185
138.65625,269.34375,191
147.421875,274.921875,196.5
