x1,y1,z1
184.6,154.496,105.5
192.552,159.04,108.5
183.464,142.568,116
195.96,145.408,141
196.528,141.432,153.5
180.624,177.216,141.5
230.04,159.608,205.5
205.616,171.536,191
190.848,177.784,174.5
90.88,149.952,103
93.72,164.72,116
88.608,142.568,115.5
81.792,141.432,159.5
93.152,140.296,164
102.808,171.536,151.5
106.216,164.72,175.5
89.176,168.696,177.5
91.448,174.944,180.5
98.832,184.6,194.5
