x1,y1,z1
189.504,139.872,99.5
193.452,148.332,100.5
192.324,138.18,123.5
197.4,125.208,147
197.964,122.952,156.5
184.428,160.176,142.5
192.888,147.768,169
203.04,154.536,186
194.58,165.252,184
112.8,147.204,89
102.648,152.844,99.5
103.776,135.36,104
100.956,137.616,152
99.264,126.9,149.5
108.288,162.996,144.5
111.108,154.536,168.5
93.06,155.1,171
85.164,167.508,193
94.188,178.224,195.5
